0.4608	3.0452
1.4684	4.0380
2.2470	4.3578
3.1220	4.7592
3.8808	6.2869
3.8964	6.3549
3.9033	6.2174
5.8940	7.5587
6.1396	7.7653
7.1670	8.6984
7.4967	9.2113
8.0379	10.1202
8.4259	11.6795
8.5981	11.9525
8.6077	12.2299
9.1506	12.7867
9.1695	12.8210
9.2629	13.0095
9.5726	13.2982
11.1185	13.8645
14.7440	16.2448
15.5617	17.3692
15.8517	17.6319
19.5304	21.3707
20.5276	22.2009
21.4696	24.2001
21.8678	24.7254
22.4896	24.9232
22.5469	24.9960
23.7408	25.4459
24.1607	25.7625
24.9503	28.0464
25.0229	28.0370
25.3845	28.4985
25.3867	28.5764
25.3998	28.5774
26.1444	29.4115
26.6633	29.6423
27.9406	30.6646
28.2493	30.9413
28.2824	30.8615
29.8060	31.5472
30.5251	32.5780
30.9843	33.0026
31.0491	33.1756
31.3722	33.4472
32.6892	34.3983
33.5759	35.5858
33.7927	35.5622
34.8374	36.3839
35.7939	37.7423
36.0954	37.7554
36.5510	38.0621
36.9899	38.6793
37.7123	39.6215
38.6883	40.9598
38.7248	41.1569
38.7954	41.1519
39.1098	41.2439
39.6758	41.5913
39.8283	41.5650
40.5230	42.0723
42.0572	43.9712
42.8018	44.3507
43.4248	45.3133
44.1670	45.7650
46.0148	47.7218
46.3372	48.1204
47.3805	48.8708
47.5898	49.0730
48.0074	49.7131
48.3064	50.5371
48.4831	50.6852
48.5728	50.9883
48.8096	50.9117
49.8786	51.8620
49.9522	51.8185
51.0116	52.4479
51.3075	53.1075
51.6449	53.2754
51.7761	53.5575
52.4389	53.9932
52.5668	54.3176
52.9715	54.6677
53.1668	55.3131
53.2498	55.3039
53.2643	55.3653
54.3019	55.9447
55.0166	56.9452
55.4982	57.3702
55.9319	57.4505
56.3521	58.4023
56.4246	58.9842
56.4621	58.8632
56.8111	59.6300
57.3294	60.3534
57.4970	60.8829
57.5436	60.9448
58.3244	61.4691
58.3517	61.6443
58.5951	61.6068
59.0400	61.8638
60.8052	62.4382
65.2481	66.9719
66.0682	67.6292
67.0981	69.0295
67.2542	69.7108
67.3663	70.0475
67.6056	70.1984
68.0375	70.6239
68.5876	70.4696
69.5806	71.9312
69.9260	72.6113
70.0430	72.8836
70.2088	73.0623
70.5507	73.5103
70.5556	73.3367
71.1214	73.8024
72.1852	74.2360
72.6918	74.6243
74.5431	76.2205
74.9679	76.5564
75.4438	78.5660
75.4884	78.7297
75.5004	78.7789
75.9673	79.3507
76.9275	80.2006
77.0175	80.1241
77.4350	80.4309
77.6949	80.4489
79.9382	81.7901
80.3512	82.0444
82.1954	84.1453
82.9558	84.4324
84.3383	86.0734
85.1317	86.7003
85.7453	87.8122
85.7501	87.8127
86.2912	88.0811
86.6391	88.7981
86.7445	89.0215
86.9791	89.5124
87.9838	90.0117
89.2616	90.8524
89.7488	92.1544
90.1661	92.7521
90.7097	93.5677
90.9071	93.6499
90.9821	93.7659
90.9924	93.8337
91.3487	93.9563
92.9566	94.4303
94.3647	96.5936
94.5520	96.5184
96.5957	98.2522
96.9044	98.6924
97.3280	99.1818
97.4385	99.6581
97.5454	99.8624
97.5732	99.9634
98.8616	100.3855
99.1074	100.9521
99.4279	101.6480
99.8808	102.2292
99.9093	102.2851
100.0373	102.2986
100.3276	102.6976
100.3298	102.6166
100.8322	102.9669
101.2627	103.1669
102.2133	103.8228
103.2137	104.6825
104.6544	106.2238
105.2049	106.8341
105.6777	108.4763
105.7030	108.5538
105.8992	108.8442
106.1804	109.2499
106.1951	109.1202
106.9349	109.7626
107.0760	109.6897
107.4543	109.8398
107.5542	110.2027
109.0376	111.3468
109.0772	111.3836
111.6615	113.3402
112.4555	114.5766
112.9472	115.5744
113.2233	115.9248
113.4016	116.1362
113.8423	116.3882
114.6191	117.1365
114.7676	117.3790
114.7756	117.4111
115.6181	118.2941
115.6607	118.4426
117.0950	118.9705
118.3856	120.1353
119.4298	121.0519
121.0841	122.9645
121.9179	123.5388
122.2930	123.8439
122.5750	125.0300
122.8099	125.2503
123.4244	126.1565
123.7388	126.2262
125.1197	127.0433
125.1444	127.1169
125.2436	127.1720
126.2032	127.8507
126.6595	128.4729
126.8084	128.4526
127.4361	128.9837
128.0647	129.5810
128.7203	130.4349
128.8915	130.4555
130.0050	131.7079
130.9019	132.6133
131.4001	133.0755
132.6779	134.1598
133.6436	135.2804
134.3761	136.4615
135.0182	136.8236
135.4162	137.1131
135.9785	137.6481
136.2966	138.4148
138.1260	139.7403
138.5488	140.1906
139.2203	141.1819
139.2904	141.1773
140.0413	141.7225
140.4964	142.0953
141.0692	142.6134
142.0177	143.8304
142.4395	144.2342
143.4404	145.5478
144.1754	146.3810
144.2265	146.5068
144.4326	147.2422
144.7324	147.6982
144.7428	147.7313
144.9174	148.0005
145.2984	148.6511
145.5137	148.8644
146.4253	149.7812
146.4986	149.6274
147.4193	150.2776
148.3697	150.3820
149.9334	151.7521
150.3967	152.3136
150.4944	152.5267
151.8443	153.3667
152.6842	155.1684
153.0099	156.3647
153.0771	156.3796
153.6132	157.0849
