0.4608	3.0089
1.4684	4.0223
2.2470	4.3011
3.1220	4.7244
3.8808	6.2686
3.8964	6.2964
3.9033	6.1933
5.8940	7.5378
6.1396	7.7608
7.1670	8.6877
7.4967	9.1810
8.0379	10.0814
8.4259	11.6540
8.5981	11.9202
8.6077	12.1875
9.1506	12.7828
9.1695	12.8148
9.2629	12.9495
9.5726	13.2863
11.1185	13.8464
14.7440	16.2049
15.5617	17.3589
15.8517	17.6024
19.5304	21.3405
20.5276	22.1605
21.4696	24.1607
21.8678	24.6712
22.4896	24.8818
22.5469	24.9643
23.7408	25.3864
24.1607	25.7147
24.9503	27.9736
25.0229	27.9672
25.3845	28.4734
25.3867	28.5147
25.3998	28.5511
26.1444	29.3767
26.6633	29.5926
27.9406	30.6418
28.2493	30.9175
28.2824	30.8304
29.8060	31.5405
30.5251	32.5665
30.9843	32.9575
31.0491	33.1690
31.3722	33.4359
32.6892	34.3385
33.5759	35.5129
33.7927	35.5345
34.8374	36.3369
35.7939	37.6866
36.0954	37.7172
36.5510	38.0210
36.9899	38.6671
37.7123	39.5657
38.6883	40.9511
38.7248	41.1110
38.7954	41.1405
39.1098	41.2294
39.6758	41.5904
39.8283	41.5361
40.5230	42.0471
42.0572	43.9697
42.8018	44.3259
43.4248	45.3044
44.1670	45.7539
46.0148	47.6795
46.3372	48.0612
47.3805	48.8158
47.5898	49.0516
48.0074	49.6594
48.3064	50.5277
48.4831	50.6274
48.5728	50.9373
48.8096	50.8673
49.8786	51.7923
49.9522	51.7914
51.0116	52.4295
51.3075	53.0673
51.6449	53.2509
51.7761	53.5074
52.4389	53.9916
52.5668	54.3152
52.9715	54.6450
53.1668	55.2648
53.2498	55.2964
53.2643	55.3210
54.3019	55.9416
55.0166	56.9402
55.4982	57.3296
55.9319	57.4268
56.3521	58.3838
56.4246	58.9592
56.4621	58.8610
56.8111	59.6059
57.3294	60.3192
57.4970	60.8445
57.5436	60.8941
58.3244	61.4265
58.3517	61.6097
58.5951	61.5987
59.0400	61.8123
60.8052	62.3966
65.2481	66.9510
66.0682	67.6285
67.0981	68.9981
67.2542	69.6625
67.3663	69.9879
67.6056	70.1586
68.0375	70.6129
68.5876	70.4695
69.5806	71.9216
69.9260	72.5596
70.0430	72.8805
70.2088	73.0443
70.5507	73.4856
70.5556	73.3115
71.1214	73.7808
72.1852	74.1809
72.6918	74.5939
74.5431	76.1913
74.9679	76.5341
75.4438	78.5313
75.4884	78.6965
75.5004	78.7108
75.9673	79.3395
76.9275	80.1444
77.0175	80.0799
77.4350	80.3531
77.6949	80.3792
79.9382	81.7672
80.3512	82.0357
82.1954	84.1404
82.9558	84.4042
84.3383	86.0260
85.1317	86.6942
85.7453	87.7767
85.7501	87.7704
86.2912	88.0588
86.6391	88.7889
86.7445	88.9682
86.9791	89.4653
87.9838	90.0053
89.2616	90.8460
89.7488	92.1309
90.1661	92.7482
90.7097	93.5259
90.9071	93.6122
90.9821	93.7098
90.9924	93.8122
91.3487	93.9348
92.9566	94.4002
94.3647	96.5807
94.5520	96.4832
96.5957	98.2099
96.9044	98.6544
97.3280	99.1336
97.4385	99.6466
97.5454	99.8513
97.5732	99.9086
98.8616	100.3519
